date,states,cases,number
2020-06-27,texas,deaths,2398
2020-06-27,utah,confirmed,20735
2020-06-27,utah,deaths,167
2020-06-27,vermont,confirmed,1200
2020-06-27,vermont,deaths,56
2020-06-27,virgin islands,confirmed,81
2020-06-27,virgin islands,deaths,6
2020-06-27,virginia,confirmed,61247
2020-06-27,virginia,deaths,1724
2020-06-27,washington,confirmed,33031
2020-06-27,washington,deaths,1311
2020-06-27,west virginia,confirmed,2781
2020-06-27,west virginia,deaths,93
2020-06-27,wisconsin,confirmed,30235
2020-06-27,wisconsin,deaths,786
2020-06-27,wyoming,confirmed,1392
2020-06-27,wyoming,deaths,20
2020-06-28,alabama,confirmed,35441
2020-06-28,alabama,deaths,919
2020-06-28,alaska,confirmed,1060
2020-06-28,alaska,deaths,12
2020-06-28,arizona,confirmed,73961
2020-06-28,arizona,deaths,1594
2020-06-28,arkansas,confirmed,19818
2020-06-28,arkansas,deaths,264
2020-06-28,california,confirmed,216955
2020-06-28,california,deaths,5937
2020-06-28,colorado,confirmed,32290
2020-06-28,colorado,deaths,1676
2020-06-28,connecticut,confirmed,46303
2020-06-28,connecticut,deaths,4316
2020-06-28,delaware,confirmed,11226
2020-06-28,delaware,deaths,507
2020-06-28,district of columbia,confirmed,10248
2020-06-28,district of columbia,deaths,550
2020-06-28,florida,confirmed,141067
2020-06-28,florida,deaths,3418
2020-06-28,georgia,confirmed,72800
2020-06-28,georgia,deaths,2735
2020-06-28,guam,confirmed,1217
2020-06-28,guam,deaths,6
2020-06-28,hawaii,confirmed,883
2020-06-28,hawaii,deaths,18
2020-06-28,idaho,confirmed,5543
2020-06-28,idaho,deaths,91
2020-06-28,illinois,confirmed,143117
2020-06-28,illinois,deaths,7098
2020-06-28,indiana,confirmed,46071
2020-06-28,indiana,deaths,2619
2020-06-28,iowa,confirmed,28520
2020-06-28,iowa,deaths,706
2020-06-28,kansas,confirmed,14016
2020-06-28,kansas,deaths,272
2020-06-28,kentucky,confirmed,15480
2020-06-28,kentucky,deaths,577
2020-06-28,louisiana,confirmed,56349
2020-06-28,louisiana,deaths,3199
2020-06-28,maine,confirmed,3191
2020-06-28,maine,deaths,104
2020-06-28,maryland,confirmed,67360
2020-06-28,maryland,deaths,3168
2020-06-28,massachusetts,confirmed,108667
2020-06-28,massachusetts,deaths,8060
2020-06-28,michigan,confirmed,70042
2020-06-28,michigan,deaths,6161
2020-06-28,minnesota,confirmed,35584
2020-06-28,minnesota,deaths,1460
2020-06-28,mississippi,confirmed,25899
2020-06-28,mississippi,deaths,1039
2020-06-28,missouri,confirmed,21254
2020-06-28,missouri,deaths,1023
2020-06-28,montana,confirmed,863
2020-06-28,montana,deaths,22
2020-06-28,nebraska,confirmed,18900
2020-06-28,nebraska,deaths,271
2020-06-28,nevada,confirmed,17187
2020-06-28,nevada,deaths,500
2020-06-28,new hampshire,confirmed,5747
2020-06-28,new hampshire,deaths,367
2020-06-28,new jersey,confirmed,173036
2020-06-28,new jersey,deaths,14975
2020-06-28,new mexico,confirmed,11809
2020-06-28,new mexico,deaths,492
2020-06-28,new york,confirmed,397293
2020-06-28,new york,deaths,31137
2020-06-28,north carolina,confirmed,62178
2020-06-28,north carolina,deaths,1338
2020-06-28,north dakota,confirmed,3504
2020-06-28,north dakota,deaths,88
2020-06-28,northern mariana islands,confirmed,30
2020-06-28,northern mariana islands,deaths,2
2020-06-28,ohio,confirmed,50309
2020-06-28,ohio,deaths,2807
2020-06-28,oklahoma,confirmed,12944
2020-06-28,oklahoma,deaths,385
2020-06-28,oregon,confirmed,8348
2020-06-28,oregon,deaths,204
2020-06-28,pennsylvania,confirmed,89785
2020-06-28,pennsylvania,deaths,6655
2020-06-28,puerto rico,confirmed,7189
2020-06-28,puerto rico,deaths,153
2020-06-28,rhode island,confirmed,16661
2020-06-28,rhode island,deaths,927
2020-06-28,south carolina,confirmed,33320
2020-06-28,south carolina,deaths,716
2020-06-28,south dakota,confirmed,6681
2020-06-28,south dakota,deaths,91
2020-06-28,tennessee,confirmed,39945
2020-06-28,tennessee,deaths,577
2020-06-28,texas,confirmed,152866
2020-06-28,texas,deaths,2408
2020-06-28,utah,confirmed,21155
2020-06-28,utah,deaths,167
2020-06-28,vermont,confirmed,1202
2020-06-28,vermont,deaths,56
2020-06-28,virgin islands,confirmed,81
2020-06-28,virgin islands,deaths,6
2020-06-28,virginia,confirmed,61736
2020-06-28,virginia,deaths,1732
2020-06-28,washington,confirmed,33341
2020-06-28,washington,deaths,1311
2020-06-28,west virginia,confirmed,2831
2020-06-28,west virginia,deaths,93
2020-06-28,wisconsin,confirmed,30716
2020-06-28,wisconsin,deaths,786
2020-06-28,wyoming,confirmed,1417
2020-06-28,wyoming,deaths,20
2020-06-29,alabama,confirmed,37175
2020-06-29,alabama,deaths,929
2020-06-29,alaska,confirmed,1085
2020-06-29,alaska,deaths,12
2020-06-29,arizona,confirmed,74602
2020-06-29,arizona,deaths,1598
2020-06-29,arkansas,confirmed,20257
2020-06-29,arkansas,deaths,265
2020-06-29,california,confirmed,223995
2020-06-29,california,deaths,5979
2020-06-29,colorado,confirmed,32495
2020-06-29,colorado,deaths,1682
2020-06-29,connecticut,confirmed,46362
2020-06-29,connecticut,deaths,4320
2020-06-29,delaware,confirmed,11376
2020-06-29,delaware,deaths,507
2020-06-29,district of columbia,confirmed,10292
2020-06-29,district of columbia,deaths,551
2020-06-29,florida,confirmed,146333
2020-06-29,florida,deaths,3446
2020-06-29,georgia,confirmed,74816
2020-06-29,georgia,deaths,2739
2020-06-29,guam,confirmed,1224
2020-06-29,guam,deaths,6
2020-06-29,hawaii,confirmed,884
2020-06-29,hawaii,deaths,18
2020-06-29,idaho,confirmed,5770
2020-06-29,idaho,deaths,91
2020-06-29,illinois,confirmed,143885
2020-06-29,illinois,deaths,7115
2020-06-29,indiana,confirmed,46370
2020-06-29,indiana,deaths,2624
2020-06-29,iowa,confirmed,28874
2020-06-29,iowa,deaths,712
2020-06-29,kansas,confirmed,14568
2020-06-29,kansas,deaths,276
2020-06-29,kentucky,confirmed,15657
2020-06-29,kentucky,deaths,584
2020-06-29,louisiana,confirmed,57189
2020-06-29,louisiana,deaths,3199
2020-06-29,maine,confirmed,3219
2020-06-29,maine,deaths,105
2020-06-29,maryland,confirmed,67837
2020-06-29,maryland,deaths,3175
2020-06-29,massachusetts,confirmed,108768
2020-06-29,massachusetts,deaths,8095
2020-06-29,michigan,confirmed,70356
2020-06-29,michigan,deaths,6165
2020-06-29,minnesota,confirmed,35896
2020-06-29,minnesota,deaths,1470
2020-06-29,mississippi,confirmed,26568
2020-06-29,mississippi,deaths,1059
2020-06-29,missouri,confirmed,21748
2020-06-29,missouri,deaths,1026
2020-06-29,montana,confirmed,919
2020-06-29,montana,deaths,22
2020-06-29,nebraska,confirmed,19064
2020-06-29,nebraska,deaths,273
2020-06-29,nevada,confirmed,17971
2020-06-29,nevada,deaths,505
2020-06-29,new hampshire,confirmed,5760
2020-06-29,new hampshire,deaths,367
2020-06-29,new jersey,confirmed,173126
2020-06-29,new jersey,deaths,14992
2020-06-29,new mexico,confirmed,11982
2020-06-29,new mexico,deaths,493
2020-06-29,new york,confirmed,397684
2020-06-29,new york,deaths,31143
2020-06-29,north carolina,confirmed,63692
2020-06-29,north carolina,deaths,1341
2020-06-29,north dakota,confirmed,3548
2020-06-29,north dakota,deaths,88
2020-06-29,northern mariana islands,confirmed,30
2020-06-29,northern mariana islands,deaths,2
2020-06-29,ohio,confirmed,51046
2020-06-29,ohio,deaths,2818
2020-06-29,oklahoma,confirmed,13172
2020-06-29,oklahoma,deaths,385
2020-06-29,oregon,confirmed,8509
2020-06-29,oregon,deaths,207
2020-06-29,pennsylvania,confirmed,90553
2020-06-29,pennsylvania,deaths,6663
2020-06-29,puerto rico,confirmed,7250
2020-06-29,puerto rico,deaths,153
2020-06-29,rhode island,confirmed,16764
2020-06-29,rhode island,deaths,946
2020-06-29,south carolina,confirmed,34644
2020-06-29,south carolina,deaths,720
2020-06-29,south dakota,confirmed,6716
2020-06-29,south dakota,deaths,91
2020-06-29,tennessee,confirmed,41388
2020-06-29,tennessee,deaths,585
2020-06-29,texas,confirmed,158756
2020-06-29,texas,deaths,2430
2020-06-29,utah,confirmed,21818
2020-06-29,utah,deaths,168
2020-06-29,vermont,confirmed,1208
2020-06-29,vermont,deaths,56
2020-06-29,virgin islands,confirmed,84
2020-06-29,virgin islands,deaths,6
2020-06-29,virginia,confirmed,62189
2020-06-29,virginia,deaths,1740
2020-06-29,washington,confirmed,34036
2020-06-29,washington,deaths,1321
2020-06-29,west virginia,confirmed,2869
2020-06-29,west virginia,deaths,93
2020-06-29,wisconsin,confirmed,31103
2020-06-29,wisconsin,deaths,786
2020-06-29,wyoming,confirmed,1450
2020-06-29,wyoming,deaths,20
2020-06-30,alabama,confirmed,38045
2020-06-30,alabama,deaths,950
2020-06-30,alaska,confirmed,1132
2020-06-30,alaska,deaths,12
2020-06-30,arizona,confirmed,79399
2020-06-30,arizona,deaths,1645
2020-06-30,arkansas,confirmed,20777
2020-06-30,arkansas,deaths,270
2020-06-30,california,confirmed,232153
2020-06-30,california,deaths,6083
2020-06-30,colorado,confirmed,32698
2020-06-30,colorado,deaths,1690
2020-06-30,connecticut,confirmed,46514
2020-06-30,connecticut,deaths,4322
2020-06-30,delaware,confirmed,11474
2020-06-30,delaware,deaths,509
2020-06-30,district of columbia,confirmed,10327
2020-06-30,district of columbia,deaths,551
2020-06-30,florida,confirmed,152426
2020-06-30,florida,deaths,3504
2020-06-30,georgia,confirmed,77280
2020-06-30,georgia,deaths,2758
2020-06-30,guam,confirmed,1228
2020-06-30,guam,deaths,6
2020-06-30,hawaii,confirmed,901
2020-06-30,hawaii,deaths,18
2020-06-30,idaho,confirmed,6124
2020-06-30,idaho,deaths,92
2020-06-30,illinois,confirmed,144661
2020-06-30,illinois,deaths,7136
2020-06-30,indiana,confirmed,46740
2020-06-30,indiana,deaths,2640
2020-06-30,iowa,confirmed,29152
2020-06-30,iowa,deaths,717
2020-06-30,kansas,confirmed,14629
2020-06-30,kansas,deaths,276
2020-06-30,kentucky,confirmed,15916
2020-06-30,kentucky,deaths,588
2020-06-30,louisiana,confirmed,58203
2020-06-30,louisiana,deaths,3221
2020-06-30,maine,confirmed,3253
2020-06-30,maine,deaths,105
2020-06-30,maryland,confirmed,68152
2020-06-30,maryland,deaths,3190
2020-06-30,massachusetts,confirmed,108882
2020-06-30,massachusetts,deaths,8054
2020-06-30,michigan,confirmed,70850
2020-06-30,michigan,deaths,6197
2020-06-30,minnesota,confirmed,36338
2020-06-30,minnesota,deaths,1476
2020-06-30,mississippi,confirmed,27248
2020-06-30,mississippi,deaths,1073
2020-06-30,missouri,confirmed,22275
2020-06-30,missouri,deaths,1037
2020-06-30,montana,confirmed,967
2020-06-30,montana,deaths,22
2020-06-30,nebraska,confirmed,19194
2020-06-30,nebraska,deaths,279
2020-06-30,nevada,confirmed,18582
2020-06-30,nevada,deaths,507
2020-06-30,new hampshire,confirmed,5782
2020-06-30,new hampshire,deaths,371
2020-06-30,new jersey,confirmed,173521
2020-06-30,new jersey,deaths,15035
2020-06-30,new mexico,confirmed,12147
2020-06-30,new mexico,deaths,497
2020-06-30,new york,confirmed,398142
2020-06-30,new york,deaths,31776
2020-06-30,north carolina,confirmed,65064
2020-06-30,north carolina,deaths,1362
2020-06-30,north dakota,confirmed,3585
2020-06-30,north dakota,deaths,88
2020-06-30,northern mariana islands,confirmed,30
2020-06-30,northern mariana islands,deaths,2
2020-06-30,ohio,confirmed,51789
2020-06-30,ohio,deaths,2863
2020-06-30,oklahoma,confirmed,13757
2020-06-30,oklahoma,deaths,387
2020-06-30,oregon,confirmed,8695
2020-06-30,oregon,deaths,210
2020-06-30,pennsylvania,confirmed,91226
2020-06-30,pennsylvania,deaths,6695
2020-06-30,puerto rico,confirmed,7465
2020-06-30,puerto rico,deaths,153
2020-06-30,rhode island,confirmed,16813
2020-06-30,rhode island,deaths,950
2020-06-30,south carolina,confirmed,36399
2020-06-30,south carolina,deaths,739
2020-06-30,south dakota,confirmed,6764
2020-06-30,south dakota,deaths,91
2020-06-30,tennessee,confirmed,42815
2020-06-30,tennessee,deaths,597
2020-06-30,texas,confirmed,166703
2020-06-30,texas,deaths,2482
2020-06-30,utah,confirmed,22364
2020-06-30,utah,deaths,172
2020-06-30,vermont,confirmed,1208
2020-06-30,vermont,deaths,56
2020-06-30,virgin islands,confirmed,90
2020-06-30,virgin islands,deaths,6
2020-06-30,virginia,confirmed,62787
2020-06-30,virginia,deaths,1763
2020-06-30,washington,confirmed,34541
2020-06-30,washington,deaths,1333
2020-06-30,west virginia,confirmed,2904
2020-06-30,west virginia,deaths,93
2020-06-30,wisconsin,confirmed,31723
2020-06-30,wisconsin,deaths,793
2020-06-30,wyoming,confirmed,1487
2020-06-30,wyoming,deaths,20
2020-07-01,alabama,confirmed,38962
2020-07-01,alabama,deaths,972
2020-07-01,alaska,confirmed,1174
2020-07-01,alaska,deaths,12
2020-07-01,arizona,confirmed,84152
2020-07-01,arizona,deaths,1726
2020-07-01,arkansas,confirmed,21197
2020-07-01,arkansas,deaths,277
2020-07-01,california,confirmed,239764
2020-07-01,california,deaths,6168
2020-07-01,colorado,confirmed,33012
2020-07-01,colorado,deaths,1697
2020-07-01,connecticut,confirmed,46572
2020-07-01,connecticut,deaths,4324
2020-07-01,delaware,confirmed,11510
2020-07-01,delaware,deaths,509
2020-07-01,district of columbia,confirmed,10365
2020-07-01,district of columbia,deaths,553
2020-07-01,florida,confirmed,158989
2020-07-01,florida,deaths,3549
2020-07-01,georgia,confirmed,79589
2020-07-01,georgia,deaths,2779
2020-07-01,guam,confirmed,1240
2020-07-01,guam,deaths,6
2020-07-01,hawaii,confirmed,909
2020-07-01,hawaii,deaths,18
2020-07-01,idaho,confirmed,6379
2020-07-01,idaho,deaths,92
2020-07-01,illinois,confirmed,145541
2020-07-01,illinois,deaths,7160
2020-07-01,indiana,confirmed,47116
2020-07-01,indiana,deaths,2650
2020-07-01,iowa,confirmed,29618
2020-07-01,iowa,deaths,717
2020-07-01,kansas,confirmed,15142
2020-07-01,kansas,deaths,280
2020-07-01,kentucky,confirmed,16114
2020-07-01,kentucky,deaths,597
2020-07-01,louisiana,confirmed,60286
2020-07-01,louisiana,deaths,3238
2020-07-01,maine,confirmed,3294
2020-07-01,maine,deaths,105
2020-07-01,maryland,confirmed,68502
2020-07-01,maryland,deaths,3205
2020-07-01,massachusetts,confirmed,109143
2020-07-01,massachusetts,deaths,8081
2020-07-01,michigan,confirmed,71279
2020-07-01,michigan,deaths,6202
2020-07-01,minnesota,confirmed,36753
2020-07-01,minnesota,deaths,1482
2020-07-01,mississippi,confirmed,27900
2020-07-01,mississippi,deaths,1082
2020-07-01,missouri,confirmed,22595
2020-07-01,missouri,deaths,1049
2020-07-01,montana,confirmed,1016
2020-07-01,montana,deaths,22
2020-07-01,nebraska,confirmed,19325
2020-07-01,nebraska,deaths,282
2020-07-01,nevada,confirmed,19151
2020-07-01,nevada,deaths,512
2020-07-01,new hampshire,confirmed,5802
2020-07-01,new hampshire,deaths,373
2020-07-01,new jersey,confirmed,173782
2020-07-01,new jersey,deaths,15078
2020-07-01,new mexico,confirmed,12276
2020-07-01,new mexico,deaths,500
2020-07-01,new york,confirmed,398770
2020-07-01,new york,deaths,31791
2020-07-01,north carolina,confirmed,66815
2020-07-01,north carolina,deaths,1389
2020-07-01,north dakota,confirmed,3624
2020-07-01,north dakota,deaths,89
2020-07-01,northern mariana islands,confirmed,30
2020-07-01,northern mariana islands,deaths,2
2020-07-01,ohio,confirmed,52865
2020-07-01,ohio,deaths,2876
2020-07-01,oklahoma,confirmed,14112
2020-07-01,oklahoma,deaths,389
2020-07-01,oregon,confirmed,9019
2020-07-01,oregon,deaths,211
2020-07-01,pennsylvania,confirmed,91864
2020-07-01,pennsylvania,deaths,6704
2020-07-01,puerto rico,confirmed,7537
2020-07-01,puerto rico,deaths,153
2020-07-01,rhode island,confirmed,16853
2020-07-01,rhode island,deaths,956
2020-07-01,south carolina,confirmed,37919
2020-07-01,south carolina,deaths,766
2020-07-01,south dakota,confirmed,6826
2020-07-01,south dakota,deaths,93
2020-07-01,tennessee,confirmed,44360
2020-07-01,tennessee,deaths,602
2020-07-01,texas,confirmed,174826
2020-07-01,texas,deaths,2518
2020-07-01,utah,confirmed,22864
2020-07-01,utah,deaths,173
2020-07-01,vermont,confirmed,1210
2020-07-01,vermont,deaths,56
2020-07-01,virgin islands,confirmed,92
2020-07-01,virgin islands,deaths,6
2020-07-01,virginia,confirmed,63203
2020-07-01,virginia,deaths,1786
2020-07-01,washington,confirmed,35258
2020-07-01,washington,deaths,1340
2020-07-01,west virginia,confirmed,2979
2020-07-01,west virginia,deaths,93
2020-07-01,wisconsin,confirmed,32307
2020-07-01,wisconsin,deaths,794
2020-07-01,wyoming,confirmed,1514
2020-07-01,wyoming,deaths,20
2020-07-02,alabama,confirmed,40111
2020-07-02,alabama,deaths,985
2020-07-02,alaska,confirmed,1224
2020-07-02,alaska,deaths,12
2020-07-02,arizona,confirmed,87495
2020-07-02,arizona,deaths,1766
2020-07-02,arkansas,confirmed,22075
2020-07-02,arkansas,deaths,279
2020-07-02,california,confirmed,248198
2020-07-02,california,deaths,6263
2020-07-02,colorado,confirmed,33335
2020-07-02,colorado,deaths,1701
2020-07-02,connecticut,confirmed,46646
2020-07-02,connecticut,deaths,4326
2020-07-02,delaware,confirmed,11731
2020-07-02,delaware,deaths,510
2020-07-02,district of columbia,confirmed,10390
2020-07-02,district of columbia,deaths,554
2020-07-02,florida,confirmed,169098
2020-07-02,florida,deaths,3616
2020-07-02,georgia,confirmed,82475
2020-07-02,georgia,deaths,2801
2020-07-02,guam,confirmed,1249
2020-07-02,guam,deaths,6
2020-07-02,hawaii,confirmed,929
2020-07-02,hawaii,deaths,18
2020-07-02,idaho,confirmed,6688
2020-07-02,idaho,deaths,93
2020-07-02,illinois,confirmed,146407
2020-07-02,illinois,deaths,7197
2020-07-02,indiana,confirmed,47553
2020-07-02,indiana,deaths,2662
2020-07-02,iowa,confirmed,30259
2020-07-02,iowa,deaths,719
2020-07-02,kansas,confirmed,15226
2020-07-02,kansas,deaths,282
2020-07-02,kentucky,confirmed,16370
2020-07-02,kentucky,deaths,605
2020-07-02,louisiana,confirmed,61669
2020-07-02,louisiana,deaths,3255
2020-07-02,maine,confirmed,3328
2020-07-02,maine,deaths,105
2020-07-02,maryland,confirmed,69015
2020-07-02,maryland,deaths,3212
2020-07-02,massachusetts,confirmed,109338
2020-07-02,massachusetts,deaths,8132
2020-07-02,michigan,confirmed,71853
2020-07-02,michigan,deaths,6216
2020-07-02,minnesota,confirmed,37247
2020-07-02,minnesota,deaths,1495
2020-07-02,mississippi,confirmed,28770
2020-07-02,mississippi,deaths,1092
2020-07-02,missouri,confirmed,23085
2020-07-02,missouri,deaths,1056
2020-07-02,montana,confirmed,1083
2020-07-02,montana,deaths,22
2020-07-02,nebraska,confirmed,19476
2020-07-02,nebraska,deaths,284
2020-07-02,nevada,confirmed,19871
2020-07-02,nevada,deaths,525
2020-07-02,new hampshire,confirmed,5822
2020-07-02,new hampshire,deaths,375
2020-07-02,new jersey,confirmed,174212
2020-07-02,new jersey,deaths,15107
2020-07-02,new mexico,confirmed,12520
2020-07-02,new mexico,deaths,503
2020-07-02,new york,confirmed,399642
2020-07-02,new york,deaths,31814
2020-07-02,north carolina,confirmed,68512
2020-07-02,north carolina,deaths,1402
2020-07-02,north dakota,confirmed,3666
2020-07-02,north dakota,deaths,89
2020-07-02,northern mariana islands,confirmed,30
2020-07-02,northern mariana islands,deaths,2
2020-07-02,ohio,confirmed,54166
2020-07-02,ohio,deaths,2903
2020-07-02,oklahoma,confirmed,14539
2020-07-02,oklahoma,deaths,395
2020-07-02,oregon,confirmed,9344
2020-07-02,oregon,deaths,212
2020-07-02,pennsylvania,confirmed,92703
2020-07-02,pennsylvania,deaths,6758
2020-07-02,puerto rico,confirmed,7608
2020-07-02,puerto rico,deaths,153
2020-07-02,rhode island,confirmed,16941
2020-07-02,rhode island,deaths,959
2020-07-02,south carolina,confirmed,39701
2020-07-02,south carolina,deaths,784
2020-07-02,south dakota,confirmed,6893
2020-07-02,south dakota,deaths,97
2020-07-02,tennessee,confirmed,46176
2020-07-02,tennessee,deaths,612
2020-07-02,texas,confirmed,182260
2020-07-02,texas,deaths,2562
2020-07-02,utah,confirmed,23466
2020-07-02,utah,deaths,176
2020-07-02,vermont,confirmed,1227
2020-07-02,vermont,deaths,56
2020-07-02,virgin islands,confirmed,98
2020-07-02,virgin islands,deaths,6
2020-07-02,virginia,confirmed,63735
2020-07-02,virginia,deaths,1816
2020-07-02,washington,confirmed,35921
2020-07-02,washington,deaths,1343
2020-07-02,west virginia,confirmed,3053
2020-07-02,west virginia,deaths,93
2020-07-02,wisconsin,confirmed,32876
2020-07-02,wisconsin,deaths,801
2020-07-02,wyoming,confirmed,1550
2020-07-02,wyoming,deaths,20
2020-07-03,alabama,confirmed,41865
2020-07-03,alabama,deaths,1006
2020-07-03,alaska,confirmed,1284
2020-07-03,alaska,deaths,13
2020-07-03,arizona,confirmed,91894
2020-07-03,arizona,deaths,1802
2020-07-03,arkansas,confirmed,22622
2020-07-03,arkansas,deaths,281
2020-07-03,california,confirmed,256298
2020-07-03,california,deaths,6315
2020-07-03,colorado,confirmed,33607
2020-07-03,colorado,deaths,1701
2020-07-03,connecticut,confirmed,46717
2020-07-03,connecticut,deaths,4335
2020-07-03,delaware,confirmed,11923
2020-07-03,delaware,deaths,512
2020-07-03,district of columbia,confirmed,10435
2020-07-03,district of columbia,deaths,555
2020-07-03,florida,confirmed,178586
2020-07-03,florida,deaths,3683
2020-07-03,georgia,confirmed,85079
2020-07-03,georgia,deaths,2808
2020-07-03,guam,confirmed,1255
2020-07-03,guam,deaths,6
2020-07-03,hawaii,confirmed,957
2020-07-03,hawaii,deaths,19
2020-07-03,idaho,confirmed,7034
2020-07-03,idaho,deaths,94
2020-07-03,illinois,confirmed,147293
2020-07-03,illinois,deaths,7222
2020-07-03,indiana,confirmed,48099
2020-07-03,indiana,deaths,2682
2020-07-03,iowa,confirmed,30631
2020-07-03,iowa,deaths,721
2020-07-03,kansas,confirmed,16015
2020-07-03,kansas,deaths,283
2020-07-03,kentucky,confirmed,16655
2020-07-03,kentucky,deaths,608
2020-07-03,louisiana,confirmed,63397
2020-07-03,louisiana,deaths,3278
2020-07-03,maine,confirmed,3373
2020-07-03,maine,deaths,105
2020-07-03,maryland,confirmed,69422
2020-07-03,maryland,deaths,3223
2020-07-03,massachusetts,confirmed,109628
2020-07-03,massachusetts,deaths,8149
2020-07-03,michigan,confirmed,72306
2020-07-03,michigan,deaths,6219
2020-07-03,minnesota,confirmed,37661
2020-07-03,minnesota,deaths,1503
2020-07-03,mississippi,confirmed,29684
2020-07-03,mississippi,deaths,1103
2020-07-03,missouri,confirmed,23620
2020-07-03,missouri,deaths,1060
2020-07-03,montana,confirmed,1128
2020-07-03,montana,deaths,23
2020-07-03,nebraska,confirmed,19660
2020-07-03,nebraska,deaths,285
2020-07-03,nevada,confirmed,20878
2020-07-03,nevada,deaths,530
2020-07-03,new hampshire,confirmed,5857
2020-07-03,new hampshire,deaths,376
2020-07-03,new jersey,confirmed,174598
2020-07-03,new jersey,deaths,15164
2020-07-03,new mexico,confirmed,12776
2020-07-03,new mexico,deaths,511
2020-07-03,new york,confirmed,400561
2020-07-03,new york,deaths,31836
2020-07-03,north carolina,confirmed,70451
2020-07-03,north carolina,deaths,1413
2020-07-03,north dakota,confirmed,3731
2020-07-03,north dakota,deaths,89
2020-07-03,northern mariana islands,confirmed,31
2020-07-03,northern mariana islands,deaths,2
2020-07-03,ohio,confirmed,55257
2020-07-03,ohio,deaths,2903
2020-07-03,oklahoma,confirmed,15065
2020-07-03,oklahoma,deaths,398
2020-07-03,oregon,confirmed,9643
2020-07-03,oregon,deaths,215
2020-07-03,pennsylvania,confirmed,93418
2020-07-03,pennsylvania,deaths,6790
2020-07-03,puerto rico,confirmed,7683
2020-07-03,puerto rico,deaths,154
2020-07-03,rhode island,confirmed,16991
2020-07-03,rhode island,deaths,960
2020-07-03,south carolina,confirmed,41532
2020-07-03,south carolina,deaths,793
2020-07-03,south dakota,confirmed,6978
2020-07-03,south dakota,deaths,97
2020-07-03,tennessee,confirmed,47882
2020-07-03,tennessee,deaths,626
2020-07-03,texas,confirmed,190049
2020-07-03,texas,deaths,2609
2020-07-03,utah,confirmed,24070
2020-07-03,utah,deaths,181
2020-07-03,vermont,confirmed,1236
2020-07-03,vermont,deaths,56
2020-07-03,virgin islands,confirmed,111
2020-07-03,virgin islands,deaths,6
2020-07-03,virginia,confirmed,64393
2020-07-03,virginia,deaths,1845
2020-07-03,washington,confirmed,36417
2020-07-03,washington,deaths,1353
2020-07-03,west virginia,confirmed,3126
2020-07-03,west virginia,deaths,93
2020-07-03,wisconsin,confirmed,33565
2020-07-03,wisconsin,deaths,804
2020-07-03,wyoming,confirmed,1582
2020-07-03,wyoming,deaths,20
2020-07-04,alabama,confirmed,42862
2020-07-04,alabama,deaths,1007
2020-07-04,alaska,confirmed,1339
2020-07-04,alaska,deaths,14
2020-07-04,arizona,confirmed,94616
2020-07-04,arizona,deaths,1821
2020-07-04,arkansas,confirmed,23209
2020-07-04,arkansas,deaths,286
2020-07-04,california,confirmed,265176
2020-07-04,california,deaths,6329
2020-07-04,colorado,confirmed,33900
2020-07-04,colorado,deaths,1703
2020-07-04,connecticut,confirmed,46717
2020-07-04,connecticut,deaths,4335
2020-07-04,delaware,confirmed,11996
2020-07-04,delaware,deaths,512
2020-07-04,district of columbia,confirmed,10447
2020-07-04,district of columbia,deaths,557
2020-07-04,florida,confirmed,190044
2020-07-04,florida,deaths,3701
2020-07-04,georgia,confirmed,87592
2020-07-04,georgia,deaths,2809
2020-07-04,guam,confirmed,1257
2020-07-04,guam,deaths,6
2020-07-04,hawaii,confirmed,981
2020-07-04,hawaii,deaths,19
2020-07-04,idaho,confirmed,7431
2020-07-04,idaho,deaths,94
2020-07-04,illinois,confirmed,148151
2020-07-04,illinois,deaths,7234
2020-07-04,indiana,confirmed,48628
2020-07-04,indiana,deaths,2687
2020-07-04,iowa,confirmed,31167
2020-07-04,iowa,deaths,721
2020-07-04,kansas,confirmed,16165
2020-07-04,kansas,deaths,284
2020-07-04,kentucky,confirmed,16709
2020-07-04,kentucky,deaths,608
2020-07-04,louisiana,confirmed,63397
2020-07-04,louisiana,deaths,3278
2020-07-04,maine,confirmed,3397
2020-07-04,maine,deaths,107
2020-07-04,maryland,confirmed,69724
2020-07-04,maryland,deaths,3236
2020-07-04,massachusetts,confirmed,109838
2020-07-04,massachusetts,deaths,8172
2020-07-04,michigan,confirmed,72702
2020-07-04,michigan,deaths,6222
2020-07-04,minnesota,confirmed,37661
2020-07-04,minnesota,deaths,1503
2020-07-04,mississippi,confirmed,30674
2020-07-04,mississippi,deaths,1107
2020-07-04,missouri,confirmed,24061
2020-07-04,missouri,deaths,1062
2020-07-04,montana,confirmed,1167
2020-07-04,montana,deaths,23
2020-07-04,nebraska,confirmed,19826
2020-07-04,nebraska,deaths,285
2020-07-04,nevada,confirmed,21671
2020-07-04,nevada,deaths,530
2020-07-04,new hampshire,confirmed,5871
2020-07-04,new hampshire,deaths,380
2020-07-04,new jersey,confirmed,174889
2020-07-04,new jersey,deaths,15189
2020-07-04,new mexico,confirmed,13063
2020-07-04,new mexico,deaths,513
2020-07-04,new york,confirmed,401286
2020-07-04,new york,deaths,31860
2020-07-04,north carolina,confirmed,71735
2020-07-04,north carolina,deaths,1414
2020-07-04,north dakota,confirmed,3788
